Site Description,Histology,Histology Description,Histology/Behavior,Histology/Behavior Description,,,,,
"VULVA, NOS",814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
"VULVA, NOS",814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
"VULVA, NOS",820,ADENOID CYSTIC & CRIBRIFORM CA.,8200/3,Adenoid cystic carcinoma,,,,,
"VULVA, NOS",820,ADENOID CYSTIC & CRIBRIFORM CA.,8201/2,Cribriform carcinoma in situ,,,,,
"VULVA, NOS",820,ADENOID CYSTIC & CRIBRIFORM CA.,8201/3,Cribriform carcinoma,,,,,
"VULVA, NOS",824,"CARCINOID TUMOR, MALIGNANT",8247/3,Merkel cell carcinoma,,,,,
"VULVA, NOS",825,BRONCHIOLO-ALVEOLAR ADENOCA.,8255/3,Adenocarcinoma with mixed subtypes,,,,,
"VULVA, NOS",826,"PAPILLARY ADENOCARCINOMA, NOS",8260/3,"Papillary adenocarcinoma, NOS",,,,,
"VULVA, NOS",826,"PAPILLARY ADENOCARCINOMA, NOS",8261/2,Adenocarcinoma in situ in villous adenoma,,,,,
"VULVA, NOS",826,"PAPILLARY ADENOCARCINOMA, NOS",8261/3,Adenocarcinoma in villous adenoma,,,,,
"VULVA, NOS",826,"PAPILLARY ADENOCARCINOMA, NOS",8262/3,Villous adenocarcinoma,,,,,
"VULVA, NOS",826,"PAPILLARY ADENOCARCINOMA, NOS",8263/2,Adenocarcinoma in situ in tubulovillous adenoma,,,,,
"VULVA, NOS",826,"PAPILLARY ADENOCARCINOMA, NOS",8263/3,Adenocarcinoma in tubulovillous adenoma,,,,,
"VULVA, NOS",831,"CLEAR CELL ADENOCARCINOMA, NOS",8310/3,"Clear cell adenocarcinoma, NOS",,,,,
"VULVA, NOS",832,GRANULAR CELL CARCINOMA,8323/3,Mixed cell adenocarcinoma,,,,,
"VULVA, NOS",838,ENDOMETRIOID ADENOCARCINOMA,8380/3,Endometrioid carcinoma,,,,,
"VULVA, NOS",839,SKIN APPENDAGE CARCINOMA,8390/3,Skin appendage carcinoma,,,,,
"VULVA, NOS",840,SWEAT GLAND ADENOCARCINOMA,8400/3,Sweat gland adenocarcinoma,,,,,
"VULVA, NOS",840,SWEAT GLAND ADENOCARCINOMA,8401/3,Apocrine adenocarcinoma,,,,,
"VULVA, NOS",841,SEBACEOUS/ECCRINE ADENOCA.,8410/3,Sebaceous adenocarcinoma,,,,,
"VULVA, NOS",841,SEBACEOUS/ECCRINE ADENOCA.,8413/3,Eccrine adenocarcinoma,,,,,
"VULVA, NOS",842,CERUMINOUS ADENOCARCINOMA,8420/3,Ceruminous adenocarcinoma,,,,,
"VULVA, NOS",848,MUCINOUS ADENOCARCINOMA,8480/3,Mucinous adenocarcinoma,,,,,
"VULVA, NOS",848,MUCINOUS ADENOCARCINOMA,8481/3,Mucin-producing adenocarcinoma,,,,,
"VULVA, NOS",848,MUCINOUS ADENOCARCINOMA,8482/3,"Mucinous adenocarcinoma, endocervical type",,,,,
"VULVA, NOS",848,MUCINOUS ADENOCARCINOMA,8483/3,"Adenocarcinoma, HPV-associated",,,,,
"VULVA, NOS",854,"PAGET DISEASE, EXTRAMAMMARY",8542/3,"Paget disease, extramammary",,,,,
"VULVA, NOS",856,ADENOSQUAMOUS CARCINOMA,8560/3,Adenosquamous carcinoma,,,,,
"VULVA, NOS",856,ADENOSQUAMOUS CARCINOMA,8562/3,Epithelial-myoepithelial carcinoma,,,,,
"VULVA, NOS",857,ADENOCA. WITH METAPLASIA,8570/3,Adenocarcinoma with squamous metaplasia,,,,,
"VULVA, NOS",857,ADENOCA. WITH METAPLASIA,8571/3,Adenocarcinoma w cartilag. & oss. metaplas.,,,,,
"VULVA, NOS",857,ADENOCA. WITH METAPLASIA,8572/3,Adenocarcinoma with spindle cell mataplasia,,,,,
"VULVA, NOS",857,ADENOCA. WITH METAPLASIA,8573/3,Adenocarcinoma with apocrine metaplasia,,,,,
"VULVA, NOS",857,ADENOCA. WITH METAPLASIA,8574/3,Adenocarcinoma with neuroendocrine differen.,,,,,
"VULVA, NOS",857,ADENOCA. WITH METAPLASIA,8575/3,"Metaplastic carcinoma, NOS",,,,,
"VULVA, NOS",872,NEVI & MELANOMAS,8720/2,Melanoma in situ,,,,,
"VULVA, NOS",872,NEVI & MELANOMAS,8720/3,"Malignant melanoma, NOS",,,,,
"VULVA, NOS",872,NEVI & MELANOMAS,8721/3,Nodular melanoma,,,,,
"VULVA, NOS",872,NEVI & MELANOMAS,8722/3,Balloon cell melanoma,,,,,
"VULVA, NOS",872,NEVI & MELANOMAS,8723/3,"Malignant melanoma, regressing",,,,,
"VULVA, NOS",873,AMELANOTIC MELANOMA,8730/3,Amelanotic melanoma,,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8740/3,Mal. melanoma in junctional nevus,,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8741/2,"Precancerous melanosis, NOS",,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8741/3,Mal. melanoma in precan. melanosis,,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8742/2,Lentigo maligna,,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8742/3,Lentigo maligna melanoma,,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8743/3,Superficial spreading melanoma,,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8745/3,"Desmoplastic melanoma, malignant",,,,,
"VULVA, NOS",874,MAL. MEL. IN JUNCT. NEVUS,8746/3,Mucosal lentiginous melanoma,,,,,
"VULVA, NOS",876,MAL. MELAN. IN GIANT PIGMT. NEVUS,8761/3,Mal. melanoma in giant pigmented nevus,,,,,
"VULVA, NOS",877,EPITHELIOID CELL MELANOMA,8770/3,Mixed epithel. & spindle cell melanoma,,,,,
"VULVA, NOS",877,EPITHELIOID CELL MELANOMA,8771/3,Epithelioid cell melanoma,,,,,
"VULVA, NOS",877,EPITHELIOID CELL MELANOMA,8772/3,"Spindle cell melanoma, NOS",,,,,
"VULVA, NOS",878,"BLUE NEVUS, MALIGNANT",8780/3,"Blue nevus, malignant",,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8800/3,"Sarcoma, NOS",,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8801/3,Spindle cell sarcoma,,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8802/3,Giant cell sarcoma,,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8803/3,Small cell sarcoma,,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8804/3,Epithelioid sarcoma,,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8805/3,Undifferentiated sarcoma,,,,,
"VULVA, NOS",880,"SARCOMA, NOS",8806/3,Desmoplastic small round cell tumor,,,,,
"VULVA, NOS",881,FIBROMATOUS NEOPLASMS,8810/3,"Fibrosarcoma, NOS",,,,,
"VULVA, NOS",881,FIBROMATOUS NEOPLASMS,8811/3,Fibromyxosarcoma,,,,,
"VULVA, NOS",881,FIBROMATOUS NEOPLASMS,8813/3,Fascial fibrosarcoma,,,,,
"VULVA, NOS",881,FIBROMATOUS NEOPLASMS,8814/3,Infantile fibrosarcoma,,,,,
"VULVA, NOS",881,FIBROMATOUS NEOPLASMS,8815/3,"Solitary fibrous tumor, malignant",,,,,
"VULVA, NOS",882,"SARCOMA, NOS",8825/3,Myofibroblastic sarcoma,,,,,
"VULVA, NOS",883,"FIBROUS HISTIOCYTOMA, MAL.",8830/3,"Fibrous histiocytoma, malignant",,,,,
"VULVA, NOS",883,"FIBROUS HISTIOCYTOMA, MAL.",8832/3,"Dermatofibrosarcoma, NOS",,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8850/3,"Liposarcoma, NOS",,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8851/3,"Liposarcoma, well differentiated",,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8852/3,Myxoid liposarcoma,,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8853/3,Round cell liposarcoma,,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8854/3,Pleomorphic liposarcoma,,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8855/3,Mixed type liposarcoma,,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8857/3,Fibroblastic liposarcoma,,,,,
"VULVA, NOS",885,LIPOSARCOMA NEOPLASMS,8858/3,Dedifferentiated liposarcoma,,,,,
"VULVA, NOS",889,MYOMATOUS NEOPLASMS,8890/3,"Leiomyosarcoma, NOS",,,,,
"VULVA, NOS",889,MYOMATOUS NEOPLASMS,8891/3,Epithelioid leiomyosarcoma,,,,,
"VULVA, NOS",889,MYOMATOUS NEOPLASMS,8894/3,Angiomyosarcoma,,,,,
"VULVA, NOS",889,MYOMATOUS NEOPLASMS,8895/3,Myosarcoma,,,,,
"VULVA, NOS",889,MYOMATOUS NEOPLASMS,8896/3,Myxoid leiomyosarcoma,,,,,
"VULVA, NOS",890,"RHABDOMYOSARCOMA, NOS",8900/3,"Rhabdomyosarcoma, NOS",,,,,
"VULVA, NOS",890,"RHABDOMYOSARCOMA, NOS",8901/3,"Pleomorphic rhabdomyosarcoma, adult type",,,,,
"VULVA, NOS",890,"RHABDOMYOSARCOMA, NOS",8902/3,Mixed type rhabdomyosarcoma,,,,,
"VULVA, NOS",891,EMBRYONAL RHABDOMYOSARCOMA,8910/3,Embryonal rhabdomyosarcoma,,,,,
"VULVA, NOS",891,EMBRYONAL RHABDOMYOSARCOMA,8912/3,Spindle cell rhabdomyosarcoma,,,,,
"VULVA, NOS",893,STROMAL SARCOMA,8933/3,Adenosarcoma,,,,,
"VULVA, NOS",895,MULLERIAN MIXED TUMOR,8950/3,Mullerian mixed tumor,,,,,
"VULVA, NOS",895,MULLERIAN MIXED TUMOR,8951/3,Mesodermal mixed tumor,,,,,
"VULVA, NOS",898,"CARCINOSARCOMA, NOS",8980/3,"Carcinosarcoma, NOS",,,,,
"VULVA, NOS",898,"CARCINOSARCOMA, NOS",8981/3,"Carcinosarcoma, embryonal type",,,,,
"VULVA, NOS",898,"CARCINOSARCOMA, NOS",8982/3,Malignant myoepithelioma,,,,,
"VULVA, NOS",906,GERM CELL TUMORS,9064/3,Germinoma,,,,,
"VULVA, NOS",907,"EMBRYONAL CARCINOMA, NOS",9071/3,Yolk sac tumor,,,,,
"VULVA, NOS",909,"STRUMA OVARII, MALIGNANT",9092/3,"Phyllodes tumor, malignant",,,,,
"VULVA, NOS",911,"MESONEPHROMA, MALIGNANT",9110/3,"Mesonephroma, malignant",,,,,
"VULVA, NOS",954,NEUROFIBROSARCOMA,9540/3,Malignant peripheral nerve sheath tumor,,,,,
"VULVA, NOS",959,"MALIGNANT LYMPHOMA, NOS",9590/3,"Malignant lymphoma, NOS",,,,,
"VULVA, NOS",959,"MALIGNANT LYMPHOMA, NOS",9591/3,"Malignant lymphoma, non-Hodgkin",,,,,
"VULVA, NOS",959,"MALIGNANT LYMPHOMA, NOS",9596/3,Composite Hodgkin and non-Hodgkin lymphoma,,,,,
"VULVA, NOS",959,"MALIGNANT LYMPHOMA, NOS",9597/3,Primary Cutaneous follicle centre lymphoma,,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9650/3,"Hodgkin lymphoma, NOS",,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9651/3,"Hodgkin lymphoma, lymphocyte-rich",,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS",,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS",,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis",,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular",,,,,
"VULVA, NOS",965,HODGKIN LYMPHOMA,9659/3,"Hodgkin lymph., nodular lymphocyte predom.",,,,,
"VULVA, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9661/3,Hodgkin granuloma [obs],,,,,
"VULVA, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9662/3,Hodgkin sarcoma [obs],,,,,
"VULVA, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,
"VULVA, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9664/3,"Hodgkin lymphoma, nod. scler., cellular phase",,,,,
"VULVA, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9665/3,"Hodgkin lymphoma, nod. scler., grade 1",,,,,
"VULVA, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9667/3,"Hodgkin lymphoma, nod. scler., grade 2",,,,,
"VULVA, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC",9670/3,"ML, small B lymphocytic, NOS",,,,,
"VULVA, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC",9671/3,"ML, lymphoplasmacytic",,,,,
"VULVA, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC",9673/3,Mantle cell lymphoma,,,,,
"VULVA, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC",9675/3,"ML, mixed sm. and lg. cell, diffuse",,,,,
"VULVA, NOS",968,"ML, LARGE B-CELL, DIFFUSE",9680/3,"ML, large B-cell, diffuse",,,,,
"VULVA, NOS",968,"ML, LARGE B-CELL, DIFFUSE",9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS",,,,,
"VULVA, NOS",968,"ML, LARGE B-CELL, DIFFUSE",9687/3,"Burkitt lymphoma, NOS",,,,,
"VULVA, NOS",968,"ML, LARGE B-CELL, DIFFUSE",9688/3,T-cell histiocyte rich large B-cell lymphoma,,,,,
"VULVA, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS",9690/3,"Follicular lymphoma, NOS",,,,,
"VULVA, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS",9691/3,"Follicular lymphoma, grade 2",,,,,
"VULVA, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS",9695/3,"Follicular lymphoma, grade 1",,,,,
"VULVA, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS",9698/3,"Follicular lymphoma, grade 3",,,,,
"VULVA, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS",9699/3,"Marginal zone B-cell lymphoma, NOS",,,,,
"VULVA, NOS",970,T-CELL LYMPHOMAS,9700/3,Mycosis fungoides,,,,,
"VULVA, NOS",970,T-CELL LYMPHOMAS,9701/3,Sezary syndrome,,,,,
"VULVA, NOS",970,T-CELL LYMPHOMAS,9702/3,"Mature T-cell lymphoma, NOS",,,,,
"VULVA, NOS",970,T-CELL LYMPHOMAS,9705/3,Angioimmunoblastic T-cell lymphoma,,,,,
"VULVA, NOS",970,T-CELL LYMPHOMAS,9708/3,Subcutaneous panniculitis-like T-cell lymphoma,,,,,
"VULVA, NOS",970,T-CELL LYMPHOMAS,9709/3,"Cutaneous T-cell lymphoma, NOS",,,,,
"VULVA, NOS",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9712/3,Intravascular large B-cell lymphoma,,,,,
"VULVA, NOS",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type",,,,,
"VULVA, NOS",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9715/3,"Anaplastic large cell lymphoma, ALK negative",,,,,
"VULVA, NOS",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9718/3,Primary cutan. CD30+ T-cell lymphoprolif. disorder,,,,,
"VULVA, NOS",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9719/3,"NK/T-cell lymphoma, nasal and nasal-type",,,,,
"VULVA, NOS",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood,,,,,
"VULVA, NOS",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9725/3,Hydroa vacciniforme-like lymphoma,,,,,
"VULVA, NOS",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9726/3,Primary Cutaneous gamma-delta T-cell lymphoma,,,,,
"VULVA, NOS",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",,,,,
"VULVA, NOS",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9728/3,Precursor B-cell lymphoblastic lymphoma,,,,,
"VULVA, NOS",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9729/3,Precursor T-cell lymphoblastic lymphoma,,,,,
"VULVA, NOS",973,PLASMA CELL TUMORS,9731/3,"Plasmacytoma, NOS",,,,,
"VULVA, NOS",973,PLASMA CELL TUMORS,9734/3,"Plasmacytoma, extramedullary",,,,,
"VULVA, NOS",973,PLASMA CELL TUMORS,9735/3,Plasmablastic lymphoma,,,,,
"VULVA, NOS",973,PLASMA CELL TUMORS,9737/3,ALK positive large B-cell lymphoma,,,,,
"VULVA, NOS",973,PLASMA CELL TUMORS,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ,,,,,
"VULVA, NOS",974,MAST CELL TUMORS,9740/3,Mast cell sarcoma,,,,,
"VULVA, NOS",974,MAST CELL TUMORS,9741/3,Malignant mastocytosis,,,,,
"VULVA, NOS",974,MAST CELL TUMORS,9749/3,Erdhiem-Chester Disease,,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9750/3,Malignant histiocytosis,,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9751/3,"Langerhans cell histiocytosis, NOS",,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9754/3,"Langerhans cell histiocytosis, disseminated",,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9755/3,Histiocytic sarcoma,,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9756/3,Langerhans cell sarcoma,,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9757/3,Interdigitating dendritic cell sarcoma,,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9758/3,Follicular dendritic cell sarcoma,,,,,
"VULVA, NOS",975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9759/3,Fibroblastic reticular cell tumor,,,,,
"VULVA, NOS",976,IMMUNOPROLIFERATIVE DISEASES,9766/3,"Lymphomatoid granulomatosis, grade 3",,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9811/3,"B lymphoblastic leukemia/lymphoma, NOS",,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1,,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged,,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1),,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL),,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH,,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1),,,,,
"VULVA, NOS",981,PRECURSOR LYMPHOID NEOPLASMS,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like",,,,,
"VULVA, NOS",982,"LYMPHOID LEUKEMIA, NOS",9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma,,,,,
"VULVA, NOS",983,PROLYMPH/PRECURS LEUKEMIA,9831/3,T-cell large granular lymphocytic leukemia,,,,,
"VULVA, NOS",983,PROLYMPH/PRECURS LEUKEMIA,9837/3,T lymphoblastic leukemia/lymphoma,,,,,
"VULVA, NOS",996,CHRONIC MYELOPROLIFERATIVE DIS.,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement,,,,,
"VULVA, NOS",996,CHRONIC MYELOPROLIFERATIVE DIS.,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities,,,,,
"VULVA, NOS",997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9971/3,Polymorphic PTLD,,,,,
"VULVA, NOS",997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable",,,,,
CERVIX UTERI,800,NEOPLASM,8000/3,"Neoplasm, malignant",,,,,
CERVIX UTERI,800,NEOPLASM,8001/3,"Tumor cells, malignant",,,,,
CERVIX UTERI,800,NEOPLASM,8002/3,"Malignant tumor, small cell type",,,,,
CERVIX UTERI,800,NEOPLASM,8003/3,"Malignant tumor, giant cell type",,,,,
CERVIX UTERI,800,NEOPLASM,8004/3,"Malignant tumor, spindle cell type",,,,,
CERVIX UTERI,800,NEOPLASM,8005/3,"Malignant tumor, clear cell type",,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8010/2,"Carcinoma in situ, NOS",,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8010/3,"Carcinoma, NOS",,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
CERVIX UTERI,801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
CERVIX UTERI,802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
CERVIX UTERI,802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
CERVIX UTERI,802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
CERVIX UTERI,803,GIANT & SPINDLE CELL CARCINOMA,8030/3,Giant cell and spindle cell carcinoma,,,,,
CERVIX UTERI,803,GIANT & SPINDLE CELL CARCINOMA,8031/3,Giant cell carcinoma,,,,,
CERVIX UTERI,803,GIANT & SPINDLE CELL CARCINOMA,8032/3,Spindle cell carcinoma,,,,,
CERVIX UTERI,803,GIANT & SPINDLE CELL CARCINOMA,8033/3,Pseudosarcomatous carcinoma,,,,,
CERVIX UTERI,803,GIANT & SPINDLE CELL CARCINOMA,8034/3,Polygonal cell carcinoma,,,,,
CERVIX UTERI,803,GIANT & SPINDLE CELL CARCINOMA,8035/3,Carcinoma with osteoclast-like giant cells,,,,,
CERVIX UTERI,804,"SMALL CELL CARCINOMA, NOS",8041/3,"Small cell carcinoma, NOS",,,,,
CERVIX UTERI,804,"SMALL CELL CARCINOMA, NOS",8043/3,"Small cell carcinoma, fusiform cell",,,,,
CERVIX UTERI,805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
CERVIX UTERI,805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
CERVIX UTERI,805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
CERVIX UTERI,805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
CERVIX UTERI,805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8071/2,"Sq. cell carcinoma, keratinizing, NOS, in situ",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8072/2,"Sq. cell carcinoma, lg. cell, non-ker., in situ",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8077/2,"Squamous intraepithelial neoplasia, grade III",,,,,
CERVIX UTERI,807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
CERVIX UTERI,808,LYMPHOEPITHELIAL CARCINOMA,8081/2,Bowen disease,,,,,
CERVIX UTERI,808,LYMPHOEPITHELIAL CARCINOMA,8082/3,Lymphoepithelial carcinoma,,,,,
CERVIX UTERI,808,LYMPHOEPITHELIAL CARCINOMA,8083/3,Basaloid squamous cell carcinoma,,,,,
CERVIX UTERI,808,LYMPHOEPITHELIAL CARCINOMA,8084/3,"Squamous cell carcinoma, clear cell type",,,,,
CERVIX UTERI,808,LYMPHOEPITHELIAL CARCINOMA,8085/3,"Squamous cell carcinoma, HPV-positive",,,,,
CERVIX UTERI,808,LYMPHOEPITHELIAL CARCINOMA,8086/3,"Squamous cell carcinoma, HPV-negative",,,,,
CERVIX UTERI,809,"BASAL CELL CARCINOMA, NOS",8098/3,Adenoid basal cell carcinoma,,,,,
CERVIX UTERI,812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/2,Transitional cell carcinoma in situ,,,,,
CERVIX UTERI,812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/3,"Transitional cell carcinoma, NOS",,,,,
CERVIX UTERI,812,"TRANSITIONAL CELL CARCINOMA, NOS",8121/3,Schneiderian carcinoma,,,,,
CERVIX UTERI,812,"TRANSITIONAL CELL CARCINOMA, NOS",8122/3,"Trans. cell carcinoma, spindle cell",,,,,
